year,month,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order,time
1971,11,5.608932164650787,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1971-11-01
1971,12,6.13101830489681,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1971-12-01
1972,1,3.9033894041200297,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-01-01
1972,2,0.6288626056434015,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-02-01
1972,3,1.654758658987978,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-03-01
1972,4,6.766289920921371,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-04-01
1972,5,5.085162360475084,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-05-01
1972,6,4.631236766097276,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-06-01
1972,7,4.521870763547115,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-07-01
1972,8,3.3390613977534866,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-08-01
1972,9,2.546678466859991,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-09-01
1972,10,2.677100942207105,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-10-01
1972,11,4.117454492651088,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-11-01
1972,12,0.9387772179385028,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1972-12-01
1973,1,1.5660218490371078,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-01-01
1973,2,1.271321013126875,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-02-01
1973,3,7.4970848591956045,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-03-01
1973,4,7.135487553967649,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-04-01
1973,5,6.227119126226294,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-05-01
1973,6,5.809516225725179,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-06-01
1973,7,5.144477502229302,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-07-01
1973,8,5.332212618458266,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-08-01
1973,9,3.0245260763572177,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-09-01
1973,10,4.118089057855044,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-10-01
1973,11,4.5945331666776665,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-11-01
1973,12,2.33567189773406,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1973-12-01
1974,1,0.2852111299715764,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-01-01
1974,2,5.867806618257063,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-02-01
1974,3,0.8827128213966265,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-03-01
1974,4,6.8110423356271665,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-04-01
1974,5,6.511324699482373,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-05-01
1974,6,5.5253958329702835,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-06-01
1974,7,5.569205356075784,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-07-01
1974,8,3.120653754549514,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-08-01
1974,9,0.5034787679866863,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-09-01
1974,10,3.962451602122724,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-10-01
1974,11,3.025828956177534,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-11-01
1974,12,5.605673748715554,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1974-12-01
1975,1,5.325673390964575,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-01-01
1975,2,1.6130710691713088,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-02-01
1975,3,6.482674902720868,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-03-01
1975,4,7.810526404463112,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-04-01
1975,5,5.85195279419439,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-05-01
1975,6,6.080399619977707,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-06-01
1975,7,5.578308414951364,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-07-01
1975,8,5.6378003713314015,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-08-01
1975,9,3.866058400100577,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-09-01
1975,10,4.862609206926897,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-10-01
1975,11,4.045295718435949,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-11-01
1975,12,3.565548877924872,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1975-12-01
1976,1,3.2938057186306238,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-01-01
1976,2,5.099692885543399,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-02-01
1976,3,4.968124533173143,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-03-01
1976,4,6.0230450053032065,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-04-01
1976,5,6.642413561263921,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-05-01
1976,6,5.050322062998949,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-06-01
1976,7,4.65890826775029,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-07-01
1976,8,4.793516075206398,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-08-01
1976,9,0.1121851655122514,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-09-01
1976,10,0.6673562979822875,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-10-01
1976,11,0.5067670762193042,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-11-01
1976,12,2.0046560357311987,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1976-12-01
1977,1,1.0153699185287228,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-01-01
1977,2,3.718700546380869,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-02-01
1977,3,7.401380743399316,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-03-01
1977,4,6.741465169635312,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-04-01
1977,5,6.382063687727186,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-05-01
1977,6,4.914467149454321,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-06-01
1977,7,5.593370268988851,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-07-01
1977,8,2.375287012253114,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-08-01
1977,9,2.468112071103124,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-09-01
1977,10,2.680540822827764,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-10-01
1977,11,2.6074012389476837,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-11-01
1977,12,0.032451412747927275,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1977-12-01
1978,1,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-01-01
1978,2,0.06598212716033357,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-02-01
1978,3,1.030522496146367,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-03-01
1978,4,5.3258126258986875,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-04-01
1978,5,6.140147123487304,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-05-01
1978,6,6.041228092645544,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-06-01
1978,7,4.921377764607893,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-07-01
1978,8,4.709784077162765,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-08-01
1978,9,2.788090331860492,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-09-01
1978,10,2.25393124354627,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-10-01
1978,11,3.741646018852097,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-11-01
1978,12,5.688003319567357,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1978-12-01
1979,1,0.6122341673531021,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-01-01
1979,2,4.5632006766427615,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-02-01
1979,3,3.084593177309209,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-03-01
1979,4,5.18076347129296,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-04-01
1979,5,4.902346664394543,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-05-01
1979,6,6.3691508908554715,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-06-01
1979,7,5.140006458374321,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-07-01
1979,8,0.528710852585276,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-08-01
1979,9,0.5018994379794687,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-09-01
1979,10,0.02095687351056342,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-10-01
1979,11,3.808426286069047,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-11-01
1979,12,0.1277929439759035,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1979-12-01
1980,1,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-01-01
1980,2,0.01139512405308542,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-02-01
1980,3,6.610722909098228,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-03-01
1980,4,4.745637540443637,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-04-01
1980,5,6.288220547513559,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-05-01
1980,6,6.423800071150173,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-06-01
1980,7,5.126773381906314,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-07-01
1980,8,4.3545234314982535,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-08-01
1980,9,2.9910490491513206,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-09-01
1980,10,1.862654973440834,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-10-01
1980,11,3.071602791330933,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-11-01
1980,12,0.7699291997953195,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1980-12-01
1981,1,0.02199626578217066,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-01-01
1981,2,0.8049969444461662,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-02-01
1981,3,4.369405557076741,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-03-01
1981,4,6.238287276742939,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-04-01
1981,5,4.423201064320121,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-05-01
1981,6,4.990190278343179,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-06-01
1981,7,4.8785223852281305,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-07-01
1981,8,4.028640415532455,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-08-01
1981,9,1.5954019041294778,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-09-01
1981,10,2.398668437375675,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-10-01
1981,11,1.041606406075635,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-11-01
1981,12,1.6246369059561139,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1981-12-01
1982,1,3.5365566183460775,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-01-01
1982,2,0.968984883008143,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-02-01
1982,3,2.522503764253307,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-03-01
1982,4,4.182807516919983,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-04-01
1982,5,5.566134850242501,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-05-01
1982,6,1.596758601687808,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-06-01
1982,7,4.662029371204072,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-07-01
1982,8,5.07707493010439,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-08-01
1982,9,3.503825161161716,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-09-01
1982,10,0.3276577272961212,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-10-01
1982,11,0.08588246920362681,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-11-01
1982,12,0.8931483541078442,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1982-12-01
1983,1,0.02199626578217066,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-01-01
1983,2,0.011227339265666929,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-02-01
1983,3,0.02262587650358185,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-03-01
1983,4,4.2998937800604935,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-04-01
1983,5,6.088136624194381,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-05-01
1983,6,5.532037436407602,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-06-01
1983,7,5.488492671699179,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-07-01
1983,8,5.105007018344356,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-08-01
1983,9,4.010089513119676,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-09-01
1983,10,1.9729326594356889,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-10-01
1983,11,1.2883205783050151,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-11-01
1983,12,0.1311787235930931,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1983-12-01
1984,1,4.325697670708007,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-01-01
1984,2,3.023023884697557,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-02-01
1984,3,2.7692059790056547,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-03-01
1984,4,6.812149137626564,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-04-01
1984,5,5.811924231380272,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-05-01
1984,6,5.6805923510950525,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-06-01
